name,brand,state,city,address,postcode,lat,lon,phone,website,opening_hours,type,id
Walmart Supercenter,Walmart,TX,San Angelo,610 West 29th Street,76903,31.487767681250006,-100.460850925,+1 325-655-4949,https://www.walmart.com/store/1249-san-angelo-tx,24/7,way,762184441
Walmart Neighborhood Market,Walmart,TX,Sherman,2210 North Heritage Parkway,75092,33.655715538461536,-96.6440998923077,+1 903-209-4908,https://www.walmart.com/store/3521-sherman-tx,06:00-23:00,way,764468252
Walmart Neighborhood Market,Walmart,CO,Colorado Springs,4142 Austin Bluffs Parkway,80918,38.89275794705882,-104.7556064117647,+1 719-244-9776,https://www.walmart.com/store/3175-colorado-springs-co,Mo-Su 06:00-24:00,way,766588628
Walmart Neighborhood Market,Walmart,TX,Amarillo,2035 Southeast 34th Avenue,79118,35.179792588888894,-101.81552932222225,+1 806-513-6390,https://www.walmart.com/store/7362-amarillo-tx,06:00-23:00,way,770949496
Walmart Supercenter,Walmart,TX,San Antonio,1430 Austin Highway,78209,29.48990546086956,-98.43736820434782,+1 210-637-1700,https://www.walmart.com/store/1347-san-antonio-tx,06:00-23:00,way,774903529
Walmart Supercenter,Walmart,TX,Fort Worth,5336 Golden Triangle Boulevard,76244,32.93107900666667,-97.26713447333333,+1 817-898-6122,https://www.walmart.com/store/2834-fort-worth-tx,Mo-Su 06:00-24:00,way,788861230
Walmart Garden Center,Walmart,,,,,34.99874663333333,-101.92262139999998,,,,way,799044411
Walmart Supercenter,Walmart,TX,Devine,175 Interstate 35 North,78016,29.13337260909091,-98.89439298181819,+1 830-663-5944,https://www.walmart.com/store/4103-devine-tx,06:00-23:00,way,818143744
Walmart,Walmart,TX,Pearsall,819 North Oak Street,78061,28.89887369230769,-99.09422090000001,+1 830-334-9451,https://www.walmart.com/store/478-pearsall-tx,06:00-23:00,way,839186653
Walmart Supercenter,Walmart,OK,Choctaw,14185 Mack Harrington Drive,73020,35.49587726285715,-97.27919874571428,+1 405-390-4262,https://www.walmart.com/store/4195-choctaw-ok,24/7,way,842005676
Walmart Supercenter,Walmart,TX,Hewitt,215 Enterprise Boulevard,76643,31.462414509523814,-97.1735651095238,+1 254-340-6614,https://www.walmart.com/store/7156-hewitt-tx,06:00-23:00,way,843764567
Walmart Supercenter,Walmart,TX,Killeen,3404 West Stan Schlueter Loop,76549,31.08333306296297,-97.78757425185186,+1 254-669-6168,https://www.walmart.com/store/6286-killeen-tx,06:00-23:00,way,848544794
Walmart Supercenter,Walmart,TX,Breckenridge,3800 West Walker Street,76424,32.76190352857143,-98.94679062857143,+1 254-559-6579,https://www.walmart.com/store/438-breckenridge-tx,24/7,way,856951566
Walmart Supercenter,Walmart,TX,Dallas,7075 West Wheatland Road,75249,32.6496425631579,-96.94430495263157,+1 469-608-6228,https://www.walmart.com/store/5810-dallas-tx,24/7,way,860433243
Walmart Neighborhood Market,Walmart,TX,San Angelo,5154 Knickerbocker Road,76904,31.409026281818186,-100.4784862090909,+1 325-276-6621,https://www.walmart.com/store/7311-san-angelo-tx,06:00-23:00,way,862181733
Walmart Supercenter,Walmart,OK,Lawton,1002 Northwest Sheridan Road,73505,34.61898073142858,-98.42433044285715,+1 580-355-9070,https://www.walmart.com/store/269-lawton-ok,24/7,way,875166796
Walmart,Walmart,TX,Caldwell,475 State Highway 36 North,77836,30.53911087272727,-96.7001850909091,+1 979-567-9807,https://www.walmart.com/store/567-caldwell-tx,Mo-Su 06:00-23:00,way,875181679
Walmart Supercenter,Walmart,TX,Murphy,115 FM 544,75094,33.01369461200001,-96.61488032000003,+1 972-633-0257,https://www.walmart.com/store/2973-murphy-tx,Mo-Su 06:00-23:00,way,876360431
Walmart Supercenter,Walmart,OK,Kingfisher,200 Starlite Drive,73750,35.828646600000006,-97.9368178818182,+1 405-375-5743,https://www.walmart.com/store/132-kingfisher-ok,06:00-23:00,way,878439309
Walmart Supercenter,Walmart,TX,Cedar Park,2801 East Whitestone Boulevard,78613,30.535471403448273,-97.78699360344825,+1 512-690-9340,https://www.walmart.com/store/4163-cedar-park-tx,24/7,way,895989016
Walmart Supercenter,Walmart,TX,Fort Stockton,2610 West Dickinson Boulevard,79735,30.896420266666663,-102.90727284285714,+1 432-336-3389,https://www.walmart.com/store/897-fort-stockton-tx,24/7,way,901685818
Walmart Supercenter,Walmart,TX,Waco,600 Hewitt Drive,76712,31.493250278787883,-97.21445802727271,+1 254-666-9021,https://www.walmart.com/store/5389-waco-tx,24/7,way,906293716
Walmart,,TX,Anna,521 South Central Expressway,75409,33.34624892,-96.58232738,,,,way,907356904
Walmart,Walmart,TX,Crowley,1301 East FM 1187,76036,32.57659142,-97.33653161999999,+1 817-297-4133,https://www.walmart.com/store/245-crowley-tx,05:00-23:00,way,909436478
Walmart Neighborhood Market,Walmart,TX,Desoto,108 West Parkerville Road,75115,32.57343975384616,-96.8578547923077,+1 469-643-5012,https://www.walmart.com/store/7232/desoto-tx,Mo-Su 06:00-24:00,way,917487869
Walmart Supercenter,Walmart,TX,Dumas,2003 South Dumas Avenue,79029,35.840313128571424,-101.97085602380953,+1 806-935-9075,https://www.walmart.com/store/812-dumas-tx,Mo-Su 06:00-23:00,way,921868773
Walmart Supercenter,Walmart,TX,Victoria,4001 Houston Highway,77901,28.81606392857142,-96.96038402285714,+1 361-827-7272,https://www.walmart.com/store/4194-victoria-tx,06:00-23:00,way,922339583
Walmart Neighborhood Market,Walmart,OK,Oklahoma City,911 Southwest 104th Street,73139,35.36423773333333,-97.5313148,+1 405-692-3860,https://www.walmart.com/store/2878-oklahoma-city-ok,06:00-23:00,way,947012653
Walmart Neighborhood Market,Walmart,TX,Harker Heights,960 East Fm 2410,76548,31.055333311111113,-97.65604804444446,+1 254-892-6990,https://www.walmart.com/store/6459/harker-heights-tx,Mo-Su 06:00-24:00,way,952252589
Walmart Neighborhood Market,Walmart,TX,Killeen,2900 South Clear Creek Road,76549,31.107111611111115,-97.79979504444442,+1 254-669-6809,https://www.walmart.com/store/3450-killeen-tx,06:00-23:00,way,976161061
Walmart,,,,,,31.10748152,-97.80108522,,,,way,976161064
Walmart Neighborhood Market,Walmart,TX,Killeen,3801 East Stan Schlueter Loop,76542,31.07232587692308,-97.71124301538461,+1 254-669-6134,https://www.walmart.com/store/3449-killeen-tx,Mo-Su 06:00-23:00,way,1012208733
Walmart Auto Center,,,,,,38.90245610714286,-99.32149254285714,,,,way,1016549712
Walmart Garden Center,Walmart,,,,,38.90253224,-99.32067357000001,,,,way,1016549713
Walmart Supercenter,Walmart,TX,Uvalde,3100 East Main Street,78801,29.23504822222222,-99.75416036296298,+1 830-278-9117,https://www.walmart.com/store/782-uvalde-tx,06:00-23:00,way,1064488269
Walmart,Walmart,OK,Lindsay,401 Linwood Plaza,73052,34.83515317777778,-97.59751154444446,+1 405-756-9535,https://www.walmart.com/store/893-lindsay-ok,06:00-20:00,way,1076914168
Walmart Supercenter,Walmart,TX,Frisco,355 Stonebrook Parkway,75034,33.142395085185186,-96.88952167777776,+1 972-987-8764,https://www.walmart.com/store/2463-frisco-tx,Mo-Su 06:00-01:00,way,1095681434
Walmart Supercenter,Walmart,TX,Lockhart,1904 South Colorado Street,78644,29.856795138888888,-97.66569407222222,+1 512-398-2333,https://www.walmart.com/store/292-lockhart-tx,24/7,way,1102155987
Walmart Neighborhood Market,Walmart,TX,McKinney,3400 Virginia Parkway,75071,33.19757144285714,-96.66450195000002,+1 214-250-5004,https://www.walmart.com/store/6966-mckinney-tx,Mo-Su 06:00-24:00,way,1117195473
Walmart Neighborhood Market,Walmart,TX,Burleson,965 Northwest John Jones Drive,76028,32.53775478666666,-97.36146363333334,+1 817-840-4608,https://www.walmart.com/store/3653-burleson-tx,Mo-Su 06:00-23:00,way,1123770392
Walmart Supercenter,Walmart,TX,Crossroads,11700 US Highway 380,76227,33.227872644,-96.983834688,+1 940-488-7008,https://www.walmart.com/store/5707-cross-roads-tx,24/7,way,1132011237
Walmart Neighborhood Market,Walmart,TX,Wylie,1400 McCreary Road,75098,33.034420764705885,-96.59352918823528,+1 972-202-4007,https://www.walmart.com/store/6078-wylie-tx,Mo-Su 06:00-23:00,way,1270293580
Walmart Supercenter,Walmart,OK,Madill,1100 South 1st Street,73446,34.06997163333333,-96.76565247777778,+1 580-795-7383,https://www.walmart.com/store/1295-madill-ok,Mo-Su 06:00-01:00,way,1286124005
Walmart Supercenter,Walmart,NE,North Platte,1401 South Dewey Street,69101,41.120754270370384,-100.75794312222223,+1 308-532-5529,https://www.walmart.com/store/1585-north-platte-ne,06:00-23:00,way,1291554643
Walmart Supercenter,Walmart,,,,,29.3196362,-100.95596225999999,,,,way,1306033567
Walmart Supercenter,Walmart,OK,Shawnee,196 Shawnee Mall Drive,74804,35.38688360952381,-96.92199906190478,+1 405-275-1030,https://www.walmart.com/store/103-shawnee-ok,24/7,way,1308426147
Walmart Supercenter,Walmart,TX,Azle,721 Boyd Road,76020,32.904137734375,-97.5460933,+1 817-270-5716,https://www.walmart.com/store/5359-azle-tx,24/7,way,1311916436
Walmart Supercenter,Walmart,OK,Seminole,1500 East Wrangler Boulevard,74868,35.24828095714287,-96.6544907642857,+1 405-382-5290,https://www.walmart.com/store/123-seminole-ok,24/7,way,1313119740
Walmart Supercenter,Walmart,TX,Stamford,2614 North Swenson Street,79553,32.97215300909091,-99.79934836363637,+1 325-773-2775,https://www.walmart.com/store/1257/stamford-tx,24/7,way,1313123779
Walmart Supercenter,Walmart,,,,,31.672242861904756,-106.38650356190477,,,,way,1344695882
